Número de documento precedente;Número de documento del documento de ref;Ejercicio para el número de documento FI;Período;Texto tipo de valor;Contra presupuesto p.importe verific.en;Contra presupuesto p.importe verific.en;Moneda transacción;Fondo;Sociedad;Fecha de actualización del control presu;Fe.contabilización;Posición presupuestaria;Denominación de posición presupuestaria;Centro gestor;Nº documento de pago;Clase de importe;Texto;Acreedor;Cuenta de mayor;Responsable de centro gestor en modelo d;Entidad CP;Denominación del fondo;Clase de fondos;Denominación del centro gestor;Tipo pos.presup.;Ejercicio;Programa de financiación;Denominación del área funcional;Denominación proyecto presupuestario;Denominación de operación CO;Número transacción;Centro de coste
3200011520;100000506;2021;1;Facturas; 5 000 ; 5 000 ;CRC;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100000506;Original;Comisiones Cobros de los Servicios SINPE;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089220394;
3200011520;100000506;2021;1;Facturas; 55 440 360 ; 55 440 360 ;CRC;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100000506;Original;Comisiones Operaciones del Servicio 53;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089220394;
3200011520;100000506;2021;1;Facturas; (340 000); (340 000);CRC;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100000506;Original;Comisiones Cobros de los Servicios SINPE;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089220394;
3200011520;100000553;2021;1;Facturas; 13 740 997 ; 13 740 997 ;CRC;001;G206;31/1/2021;31/1/2021;E-10306;;20613604;100000553;Original;Comisiones bancarias mes de enero-2021;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089278040;
3200011520;100000554;2021;1;Facturas; 18 105 ; 18 105 ;CRC;001;G206;31/1/2021;31/1/2021;E-10306;;20613604;100000554;Original;Comisiones bancarias mes de enero-2021;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089278060;
3200011520;100000603;2021;1;Facturas; 319 280 ; 520 ;USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100000603;Original;Reg Comisiones del BCR $ 242481-9 al 29/01/2021.;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089280799;
3200011520;100000604;2021;1;Facturas; 15 350 ; 25 ;USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100000604;Original;Reg Comisiones del BCR $ 0242478-9 al 29/01/2021.;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089280816;
3200011520;100000619;2021;1;Facturas; (307); (1);USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100000619;Original;Reg. Ctas Ctes LAFISE $ 37510 al 29/01/2021.;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089281107;
3200011520;100000620;2021;1;Facturas; 614 ; 1 ;USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100000620;Original;Reg. Ctas Ctes LAFISE $ 37510 al 29/01/2021.;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089281111;
3200011520;100000622;2021;1;Facturas; 7 215 ; 12 ;USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100000622;Original;Reg. Ctas Ctes BAC $ 9203229899 al 29/01/2021.;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089281185;
3200011520;100000794;2021;1;Facturas; 2 610 774 ; 4 238 ;USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100000794;Original;REG COMISION PASAP DIG CTA 242481-9 NOV 20;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089369890;
3200011520;100000795;2021;1;Facturas; 325 050 ; 528 ;USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100000795;Original;COMISION REG PASAP DIG FG $ NOV 20;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089369996;
3200011520;100000797;2021;1;Facturas; 151 335 ; 275 ;USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100000797;Original;COMISION REG PASAP DIG FG $ NOV 20;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089370015;
3200011520;100000859;2021;1;Facturas; (13 355); (22);USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100000859;Original;Reg Comisiones del BAC $ 9203229899 al 29/01/2021.;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089372028;
3200011520;100001007;2021;1;Facturas; (325 050); (528);USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100001007;Original;COMISION REG PASAP DIG FG $ NOV 20;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089495675;
3200011520;100001008;2021;1;Facturas; 325 050 ; 528 ;USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100001008;Original;COMISION REG PASAP DIG FG $ NOV 20;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089495715;
3200011520;100001013;2021;1;Facturas; 12 292 ; 20 ;USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100001013;Original;Pago Proveed $ PJ;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089495961;
3200011520;100001014;2021;1;Facturas; (12 292); (20);USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100001014;Original;Pago Proveed $ PJ;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089496014;
3200011520;100001015;2021;1;Facturas; 12 292 ; 20 ;USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100001015;Original;Pago Proveed $ PJ;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089496008;
3200011520;100001021;2021;1;Facturas; (12 292); (20);USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100001021;Original;Pago Proveed $ PJ;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089499265;
3200011520;100001022;2021;1;Facturas; 12 292 ; 20 ;USD;001;G206;29/1/2021;29/1/2021;E-10306;;20613604;100001022;Original;Pago Proveed $ PJ;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089499624;
3200011520;100001319;2021;2;Facturas; 43 878 820 ; 43 878 820 ;CRC;001;G206;1/2/2021;1/2/2021;E-10306;;20613604;100001319;Original;Comisiones Operaciones del Servicio 53;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089596023;
3200011520;100001336;2021;2;Facturas; 12 393 272 ; 12 393 272 ;CRC;001;G206;1/2/2021;1/2/2021;E-10306;;20613604;100001336;Original;Comisiones Cobros de los Servicios SINPE;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089596151;
3200011520;100001336;2021;2;Facturas; (340 000); (340 000);CRC;001;G206;1/2/2021;1/2/2021;E-10306;;20613604;100001336;Original;Comisiones Cobros de los Servicios SINPE;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089596151;
3200011520;100001581;2021;2;Facturas; 36 889 ; 60 ;USD;001;G206;1/2/2021;1/2/2021;E-10306;;20613604;100001581;Original;Comisión bancaria de caja única;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089634966;
3200011520;100001602;2021;2;Facturas; 675 697 ; 1 100 ;USD;001;G206;2/2/2021;2/2/2021;E-10306;;20613604;100001602;Original;Comisión bancaria de caja única;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089636137;
3200011520;100001661;2021;2;Facturas; 64 294 ; 105 ;USD;001;G206;4/2/2021;4/2/2021;E-10306;;20613604;100001661;Original;Comisión bancaria de caja única;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089637821;
3200011520;100001662;2021;2;Facturas; (15 308); (25);USD;001;G206;4/2/2021;4/2/2021;E-10306;;20613604;100001662;Original;Rev.parc.A#100001661 corresp.a CTAC;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089637966;
;100001736;2021;10;Facturas; 1 118 ; 1 118 ;CRC;001;G209;29/10/2021;29/10/2021;E-10804;;206;100001736;Original;AJUSTE #1900009685 SE AJUSTA LA POS PRE;;4110201010;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;M. de Hacienda;3;2021;206;ASUNTOS ECONOMICOS;Proyecto Presupuesta;Contab.ctas.mayor;3000000093535794;
3200011520;100001764;2021;2;Facturas; 440 849 ; 720 ;USD;001;G206;25/2/2021;25/2/2021;E-10306;;20613604;100001764;Original;Registra planilla del día 25 FEBRERO 2021;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089646895;
3200011520;100001794;2021;2;Facturas; 12 248 ; 20 ;USD;001;G206;5/2/2021;5/2/2021;E-10306;;20613604;100001794;Original;Comisiones bancarias de caja única;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089654210;
3200011520;100001795;2021;2;Facturas; 35 400 ; 48 ;EUR;001;G206;5/2/2021;5/2/2021;E-10306;;20613604;100001795;Original;Comisiones bancarias de caja única;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089654726;
3200011520;100001796;2021;2;Facturas; 73 514 ; 120 ;USD;001;G206;9/2/2021;9/2/2021;E-10306;;20613604;100001796;Original;Comisiones bancarias de caja única;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089654762;
3200011520;100001797;2021;2;Facturas; 11 888 ; 16 ;EUR;001;G206;10/2/2021;10/2/2021;E-10306;;20613604;100001797;Original;Comisiones bancarias de caja única;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089654816;
3200011520;100001799;2021;2;Facturas; 12 224 ; 20 ;USD;001;G206;11/2/2021;11/2/2021;E-10306;;20613604;100001799;Original;Comisiones bancarias de caja única;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089654914;
3200011520;100001800;2021;2;Facturas; 24 470 ; 40 ;USD;001;G206;15/2/2021;15/2/2021;E-10306;;20613604;100001800;Original;Comisiones bancarias de caja única;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089654918;
3200011520;100001801;2021;2;Facturas; 73 475 ; 120 ;USD;001;G206;19/2/2021;19/2/2021;E-10306;;20613604;100001801;Original;Comisiones bancarias de caja única;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089655121;
3200011520;100001802;2021;2;Facturas; 11 890 ; 16 ;EUR;001;G206;19/2/2021;19/2/2021;E-10306;;20613604;100001802;Original;Comisiones bancarias de caja única;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089655139;
3200011520;100001803;2021;2;Facturas; 24 482 ; 40 ;USD;001;G206;23/2/2021;23/2/2021;E-10306;;20613604;100001803;Original;Comisiones bancarias de caja única;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089655305;
3200011520;100001807;2021;2;Facturas; 674 135 ; 1 100 ;USD;001;G206;24/2/2021;24/2/2021;E-10306;;20613604;100001807;Original;Comisiones bancarias de caja única;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089655935;
3200011520;100001808;2021;2;Facturas; 4 908 ; 8 ;USD;001;G206;25/2/2021;25/2/2021;E-10306;;20613604;100001808;Original;Comisiones bancarias de caja única;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089655939;
3200011520;100001810;2021;2;Facturas; 24 591 ; 40 ;USD;001;G206;26/2/2021;26/2/2021;E-10306;;20613604;100001810;Original;Comisiones bancarias de caja única;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089655943;
3200011520;100001833;2021;2;Facturas; 353 142 ; 575 ;USD;001;G206;26/2/2021;26/2/2021;E-10306;;20613604;100001833;Original;Reg. Comisiones   BCR $ 242481-9 al 26/02/2021.;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089660844;
3200011520;100001838;2021;2;Facturas; 7 216 ; 12 ;USD;001;G206;26/2/2021;26/2/2021;E-10306;;20613604;100001838;Original;Reg. Comisiones BAC $ 920322989 al 26/02/2021.;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089665744;
3200011520;100001863;2021;2;Facturas; 14 081 538 ; 14 081 538 ;CRC;001;G206;28/2/2021;28/2/2021;E-10306;;20613604;100001863;Original;Comisiones Bancarias Feb-2021;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089668210;
3200011520;100001888;2021;2;Facturas; 154 ; 0 ;USD;001;G206;26/2/2021;26/2/2021;E-10306;;20613604;100001888;Original;Reg. Ctas Ctes LAFISE 37510 $ al 26/02/2021.;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089669024;
3200011520;100001889;2021;2;Facturas; (307); (1);USD;001;G206;26/2/2021;26/2/2021;E-10306;;20613604;100001889;Original;Reg. Ctas Ctes LAFISE 37510 $ al 26/02/2021.;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089669030;
3200011520;100001891;2021;2;Facturas; (7 216); (12);USD;001;G206;26/2/2021;26/2/2021;E-10306;;20613604;100001891;Original;Reg. Comisiones BAC $ 920322989 al 26/02/2021.;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089669057;
3200011520;100001896;2021;2;Facturas; 12 250 ; 20 ;USD;001;G206;8/2/2021;8/2/2021;E-10306;;20613604;100001896;Original;Pago Proveed $ PJ;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089669001;
3200011520;100001901;2021;2;Facturas; 12 248 ; 20 ;USD;001;G206;5/2/2021;5/2/2021;E-10306;;20613604;100001901;Original;Pago Proveed  Euros PJ;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089669092;
3200011520;100001903;2021;2;Facturas; 12 285 ; 20 ;USD;001;G206;25/2/2021;25/2/2021;E-10306;;20613604;100001903;Original;Pago Proveed  Euros PJ;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089669148;
3200011520;100001904;2021;2;Facturas; 12 302 ; 20 ;USD;001;G206;26/2/2021;26/2/2021;E-10306;;20613604;100001904;Original;Pago Proveed $ PJ;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089669184;
3200011520;100001905;2021;2;Facturas; 12 246 ; 20 ;USD;001;G206;4/2/2021;4/2/2021;E-10306;;20613604;100001905;Original;Pago Proveed $ PJ;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gest. Caja Gob. Cent;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089669192;
3200011421;100001944;2021;2;Facturas; 203 091 167 ; 203 091 167 ;CRC;001;G206;26/2/2021;26/2/2021;E-10306;;20613402;100001944;Original;AJUSTE COMISION CONECTIVIDAD ENERO 2021;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089670017;
3200011421;100001944;2021;2;Facturas; 3 172 853 ; 3 172 853 ;CRC;001;G206;26/2/2021;26/2/2021;E-10306;;20613402;100001944;Original;AJUSTE COMISION NOTAS DEBITO SDPEC-002-2021;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089670017;
3200011421;100001944;2021;2;Facturas; (334 166); (334 166);CRC;001;G206;26/2/2021;26/2/2021;E-10306;;20613402;100001944;Original;AJUSTE COMISION TRASLADO TEC DIC 2020;;5120306100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000089670017;
